"site","year","Descriptors","yield (modified)","for_join_control","grouping","modification","crop","yr_post_amelioration","decile","rainfall_mean_annual","yield  (un modified)","data source","price"
"Murlong",2019,"Rip.40_Fert.incorp_40",1.42931175,"Murlong_2019","Rip fertiliser","Rip","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Rip.30_Fert.incorp_30",1.27983425,"Murlong_2019","Rip fertiliser","Rip","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Rip.30_none",1.24457275,"Murlong_2019","Rip none","Rip","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Rip.30_Lc.incorp_30",1.173437,"Murlong_2019","Rip plant","Rip","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2020,"Spade.30_Lc.incorp_30",0.78728875,"Murlong_2020","Spade plant","Spade","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Spade.30_none",0.7123185,"Murlong_2020","Spade none","Spade","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Spade.30_Fert.incorp_30",0.6729535,"Murlong_2020","Spade fertiliser","Spade","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Rip.40_Lc.incorp_40",0.6227375,"Murlong_2020","Rip plant","Rip","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Rip.40_none",0.521669,"Murlong_2020","Rip none","Rip","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Rip.30_Fert.incorp_30",0.48824625,"Murlong_2020","Rip fertiliser","Rip","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Rip.40_Fert.incorp_40",0.453731,"Murlong_2020","Rip fertiliser","Rip","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Rip.30_Lc.incorp_30",0.4500395,"Murlong_2020","Rip plant","Rip","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2020,"Rip.30_none",0.443428,"Murlong_2020","Rip none","Rip","vetch",2,"decile_5",334.761290322581,0.1759555,"trial",0
"Murlong",2021,"Spade.30_Fert.incorp_30",0.9748929956,"Murlong_2021","Spade fertiliser","Spade","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Spade.30_Lc.incorp_30",0.9678737662,"Murlong_2021","Spade plant","Spade","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Spade.30_none",0.839967805125,"Murlong_2021","Spade none","Spade","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Rip.40_Lc.incorp_40",0.800972085325,"Murlong_2021","Rip plant","Rip","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Rip.40_none",0.797072513325,"Murlong_2021","Rip none","Rip","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Rip.40_Fert.incorp_40",0.719860988075,"Murlong_2021","Rip fertiliser","Rip","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Rip.30_none",0.6208118597,"Murlong_2021","Rip none","Rip","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Rip.30_Lc.incorp_30",0.6153524589,"Murlong_2021","Rip plant","Rip","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Murlong",2021,"Rip.30_Fert.incorp_30",0.573237081475,"Murlong_2021","Rip fertiliser","Rip","wheat",3,"decile_5",334.761290322581,0.427393089325,"trial",0
"Ouyen_Spade",2017,"Spade.30_Cl.incorp_30",2.6225,"Ouyen_Spade_2017","Spade animal","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_Com.incorp_30",2.115,"Ouyen_Spade_2017","Spade plant","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_Vetch.incorp_30",1.875,"Ouyen_Spade_2017","Spade plant","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_Fert.incorp_30",1.7075,"Ouyen_Spade_2017","Spade fertiliser","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_Vet_Cer_In.incorp_30",1.68,"Ouyen_Spade_2017","Spade plant","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_none",1.59,"Ouyen_Spade_2017","Spade none","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_Vet_Cer.incorp_30",1.5475,"Ouyen_Spade_2017","Spade plant","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2017,"Spade.30_Cereal.incorp_30",1.2925,"Ouyen_Spade_2017","Spade plant","Spade","Barley",0,"decile_6",330.387096774194,1.25,"trial",0
"Ouyen_Spade",2018,"Spade.30_Cl.incorp_30",1.405,"Ouyen_Spade_2018","Spade animal","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_Vet_Cer_In.incorp_30",1.2125,"Ouyen_Spade_2018","Spade plant","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_Com.incorp_30",1.165,"Ouyen_Spade_2018","Spade plant","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_none",1.0675,"Ouyen_Spade_2018","Spade none","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_Vetch.incorp_30",1.055,"Ouyen_Spade_2018","Spade plant","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_Vet_Cer.incorp_30",1.0325,"Ouyen_Spade_2018","Spade plant","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_Cereal.incorp_30",0.96,"Ouyen_Spade_2018","Spade plant","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2018,"Spade.30_Fert.incorp_30",0.945,"Ouyen_Spade_2018","Spade fertiliser","Spade","Wheat",1,"decile_2",330.387096774194,0.8125,"trial",0
"Ouyen_Spade",2019,"Spade.30_Cl.incorp_30",1.4225,"Ouyen_Spade_2019","Spade animal","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_Vet_Cer_In.incorp_30",1.245,"Ouyen_Spade_2019","Spade plant","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_Com.incorp_30",1.1825,"Ouyen_Spade_2019","Spade plant","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_none",1.08,"Ouyen_Spade_2019","Spade none","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_Cereal.incorp_30",1.0625,"Ouyen_Spade_2019","Spade plant","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_Vet_Cer.incorp_30",1.0225,"Ouyen_Spade_2019","Spade plant","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_Vetch.incorp_30",0.9975,"Ouyen_Spade_2019","Spade plant","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2019,"Spade.30_Fert.incorp_30",0.9425,"Ouyen_Spade_2019","Spade fertiliser","Spade","Barley",2,"decile_2",330.387096774194,0.9625,"trial",0
"Ouyen_Spade",2020,"Spade.30_Cl.incorp_30",2.21312504,"Ouyen_Spade_2020","Spade animal","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_Vet_Cer_In.incorp_30",2.11778476,"Ouyen_Spade_2020","Spade plant","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_Com.incorp_30",2.08871768,"Ouyen_Spade_2020","Spade plant","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_Vet_Cer.incorp_30",2.07107796,"Ouyen_Spade_2020","Spade plant","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_Vetch.incorp_30",1.95916812,"Ouyen_Spade_2020","Spade plant","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_Cereal.incorp_30",1.95171872,"Ouyen_Spade_2020","Spade plant","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_Fert.incorp_30",1.88385512,"Ouyen_Spade_2020","Spade fertiliser","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Spade",2020,"Spade.30_none",1.84881984,"Ouyen_Spade_2020","Spade none","Spade","Wheat",3,"decile_8",330.387096774194,1.26090076,"trial",0
"Ouyen_Placement",2017,"Rip_30+30_Fert.banded_30",2.935,"Ouyen_Placement_2017","Rip fertiliser","Rip","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Rip_30+30_none",2.86,"Ouyen_Placement_2017","Rip none","Rip","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Rip_30+7.5_none_annual",2.765,"Ouyen_Placement_2017","Rip none","Rip","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Rip_30+30_none_annual",2.7575,"Ouyen_Placement_2017","Rip none","Rip","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Rip_30+7.5_none",2.7075,"Ouyen_Placement_2017","Rip none","Rip","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Rip_30+30_Fert.banded_30_annual",2.49,"Ouyen_Placement_2017","Rip fertiliser","Rip","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Pre_drill_20+7.5_none",2.07666666666667,"Ouyen_Placement_2017","PreDrill none","PreDrill","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Pre_drill_20+20_Fert.banded_20",2.035,"Ouyen_Placement_2017","PreDrill fertiliser","PreDrill","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Pre_drill_20+20_Fert.banded_20_annual",1.935,"Ouyen_Placement_2017","PreDrill fertiliser","PreDrill","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Pre_drill_20+20_none",1.912,"Ouyen_Placement_2017","PreDrill none","PreDrill","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Unmodified_none.Fert.surface",1.865,"Ouyen_Placement_2017","Unmodified none","Unmodified","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Pre_drill_20+20_none_annual",1.86,"Ouyen_Placement_2017","PreDrill none","PreDrill","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2017,"Pre_drill_20+7.5_none_annual",1.7175,"Ouyen_Placement_2017","PreDrill none","PreDrill","Barley",NA,"decile_6",330.387096774194,1.995,"trial",0
"Ouyen_Placement",2018,"Rip_30+7.5_none_annual",1.66,"Ouyen_Placement_2018","Rip none","Rip","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Rip_30+30_none_annual",1.535,"Ouyen_Placement_2018","Rip none","Rip","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Rip_30+30_Fert.banded_30_annual",1.4775,"Ouyen_Placement_2018","Rip fertiliser","Rip","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Rip_30+7.5_none",1.37,"Ouyen_Placement_2018","Rip none","Rip","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Rip_30+30_Fert.banded_30",1.2175,"Ouyen_Placement_2018","Rip fertiliser","Rip","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Pre_drill_20+20_Fert.banded_20_annual",1.125,"Ouyen_Placement_2018","PreDrill fertiliser","PreDrill","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Pre_drill_20+20_none_annual",1.1075,"Ouyen_Placement_2018","PreDrill none","PreDrill","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Pre_drill_20+7.5_none_annual",1.105,"Ouyen_Placement_2018","PreDrill none","PreDrill","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Pre_drill_20+20_Fert.banded_20",1.0725,"Ouyen_Placement_2018","PreDrill fertiliser","PreDrill","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Rip_30+30_none",1.0675,"Ouyen_Placement_2018","Rip none","Rip","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Unmodified_none.Fert.surface",1.06,"Ouyen_Placement_2018","Unmodified none","Unmodified","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Pre_drill_20+7.5_none",1.03,"Ouyen_Placement_2018","PreDrill none","PreDrill","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2018,"Pre_drill_20+20_none",0.985,"Ouyen_Placement_2018","PreDrill none","PreDrill","Wheat",NA,"decile_2",330.387096774194,1.0425,"trial",0
"Ouyen_Placement",2019,"Rip_30+30_Fert.banded_30_annual",2.42,"Ouyen_Placement_2019","Rip fertiliser","Rip","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Rip_30+30_none_annual",2.27,"Ouyen_Placement_2019","Rip none","Rip","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Rip_30+7.5_none_annual",1.945,"Ouyen_Placement_2019","Rip none","Rip","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Pre_drill_20+20_none_annual",1.8625,"Ouyen_Placement_2019","PreDrill none","PreDrill","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Pre_drill_20+20_Fert.banded_20_annual",1.8175,"Ouyen_Placement_2019","PreDrill fertiliser","PreDrill","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Rip_30+7.5_none",1.695,"Ouyen_Placement_2019","Rip none","Rip","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Rip_30+30_Fert.banded_30",1.6,"Ouyen_Placement_2019","Rip fertiliser","Rip","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Pre_drill_20+20_Fert.banded_20",1.58,"Ouyen_Placement_2019","PreDrill fertiliser","PreDrill","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Pre_drill_20+7.5_none_annual",1.5,"Ouyen_Placement_2019","PreDrill none","PreDrill","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Pre_drill_20+7.5_none",1.4575,"Ouyen_Placement_2019","PreDrill none","PreDrill","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Unmodified_none.Fert.surface",1.415,"Ouyen_Placement_2019","Unmodified none","Unmodified","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Rip_30+30_none",1.28,"Ouyen_Placement_2019","Rip none","Rip","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2019,"Pre_drill_20+20_none",1.2775,"Ouyen_Placement_2019","PreDrill none","PreDrill","Barley",NA,"decile_2",330.387096774194,1.3825,"trial",0
"Ouyen_Placement",2020,"Rip_30+7.5_none_annual",2.23625,"Ouyen_Placement_2020","Rip none","Rip","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Rip_30+30_none_annual",2.14,"Ouyen_Placement_2020","Rip none","Rip","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Rip_30+30_Fert.banded_30_annual",2.05075,"Ouyen_Placement_2020","Rip fertiliser","Rip","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Rip_30+7.5_none",1.967,"Ouyen_Placement_2020","Rip none","Rip","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Unmodified_none.Fert.surface",1.92275,"Ouyen_Placement_2020","Unmodified none","Unmodified","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Rip_30+30_none",1.89875,"Ouyen_Placement_2020","Rip none","Rip","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Rip_30+30_Fert.banded_30",1.8895,"Ouyen_Placement_2020","Rip fertiliser","Rip","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Pre_drill_20+20_none_annual",1.837,"Ouyen_Placement_2020","PreDrill none","PreDrill","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Pre_drill_20+20_Fert.banded_20_annual",1.77475,"Ouyen_Placement_2020","PreDrill fertiliser","PreDrill","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Pre_drill_20+20_Fert.banded_20",1.746,"Ouyen_Placement_2020","PreDrill fertiliser","PreDrill","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Pre_drill_20+7.5_none",1.744,"Ouyen_Placement_2020","PreDrill none","PreDrill","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Pre_drill_20+7.5_none_annual",1.72175,"Ouyen_Placement_2020","PreDrill none","PreDrill","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Ouyen_Placement",2020,"Pre_drill_20+20_none",1.56975,"Ouyen_Placement_2020","PreDrill none","PreDrill","Wheat",NA,"decile_8",330.387096774194,1.66975,"trial",0
"Sherwood",2019,"Spade.30_Fert.incorp_30",1.41811594202899,"Sherwood_2019","Spade fertiliser","Spade","wheat",0,"decile_3",457.595161290323,0.965942028985507,"trial",0
"Sherwood",2019,"Spade.30_none",1.34927536231884,"Sherwood_2019","Spade none","Spade","wheat",0,"decile_3",457.595161290323,0.965942028985507,"trial",0
"Sherwood",2019,"Rip.30_Fert.surface",1.10144927536232,"Sherwood_2019","Rip fertiliser","Rip","wheat",0,"decile_3",457.595161290323,0.965942028985507,"trial",0
"Sherwood",2019,"Rip.30_none",0.869565217391306,"Sherwood_2019","Rip none","Rip","wheat",0,"decile_3",457.595161290323,0.965942028985507,"trial",0
"Sherwood",2020,"Spade.30_none",1.43359827786057,"Sherwood_2020","Spade none","Spade","beans",1,"decile_6",457.595161290323,1.01092896174863,"trial",0
"Sherwood",2020,"Rip.30_Fert.surface",1.33465805596953,"Sherwood_2020","Rip fertiliser","Rip","beans",1,"decile_6",457.595161290323,1.01092896174863,"trial",0
"Sherwood",2020,"Spade.30_Fert.incorp_30",1.14505712866369,"Sherwood_2020","Spade fertiliser","Spade","beans",1,"decile_6",457.595161290323,1.01092896174863,"trial",0
"Sherwood",2020,"Rip.30_none",1.09744990892532,"Sherwood_2020","Rip none","Rip","beans",1,"decile_6",457.595161290323,1.01092896174863,"trial",0
"Sherwood",2021,"Rip.30_Fert.surface",0.753333333333333,"Sherwood_2021","Rip fertiliser","Rip","wheat",2,"decile_4",457.595161290323,0.76,"trial",0
"Sherwood",2021,"Spade.30_Fert.incorp_30",0.61,"Sherwood_2021","Spade fertiliser","Spade","wheat",2,"decile_4",457.595161290323,0.76,"trial",0
"Sherwood",2021,"Rip.30_none",0.58,"Sherwood_2021","Rip none","Rip","wheat",2,"decile_4",457.595161290323,0.76,"trial",0
"Sherwood",2021,"Spade.30_none",0.526666666666667,"Sherwood_2021","Spade none","Spade","wheat",2,"decile_4",457.595161290323,0.76,"trial",0
"Telopea_Downs",2020,"Spade.30_Clay@500.incorp_30_Yr07,20",2,"Telopea_Downs_2020","Spade non organic","Spade","canola",0,"decile_7",458.583870967742,2.43333333333333,"trial",0
"Telopea_Downs",2020,"Spade.30_Clay@250.incorp_30",1.79333333333333,"Telopea_Downs_2020","Spade non organic","Spade","canola",0,"decile_7",458.583870967742,2.43333333333333,"trial",0
"Telopea_Downs",2021,"Spade.30_Clay@500.incorp_30_Yr07,20",1.64,"Telopea_Downs_2021","Spade non organic","Spade","wheat",1,"decile_4",458.583870967742,0.94,"trial",0
"Telopea_Downs",2021,"Spade.30_Clay@250.incorp_30",1.37,"Telopea_Downs_2021","Spade non organic","Spade","wheat",1,"decile_4",458.583870967742,0.94,"trial",0
"Tempy",2019,"Rip.50_Cl.surface",2.49893707482993,"Tempy_2019","Rip animal","Rip","barley",0,"decile_2",330.387096774194,1.6124574829932,"trial",0
"Tempy",2019,"Rip.50IncRip_Cl.surface",2.37563775510204,"Tempy_2019","IncRip animal","IncRip","barley",0,"decile_2",330.387096774194,1.6124574829932,"trial",0
"Tempy",2019,"Rip.50_none",2.3139880952381,"Tempy_2019","Rip none","Rip","barley",0,"decile_2",330.387096774194,1.6124574829932,"trial",0
"Tempy",2019,"Rip.50IncRip_none",2.10034013605442,"Tempy_2019","IncRip none","IncRip","barley",0,"decile_2",330.387096774194,1.6124574829932,"trial",0
"Tempy",2020,"Rip.50IncRip_Cl.surface",2.11190476190476,"Tempy_2020","IncRip animal","IncRip","barley",1,"decile_8",330.387096774194,1.57380952380952,"trial",0
"Tempy",2020,"Rip.50_Cl.surface",2.05119047619048,"Tempy_2020","Rip animal","Rip","barley",1,"decile_8",330.387096774194,1.57380952380952,"trial",0
"Tempy",2020,"Rip.50IncRip_none",2.05119047619048,"Tempy_2020","IncRip none","IncRip","barley",1,"decile_8",330.387096774194,1.57380952380952,"trial",0
"Tempy",2020,"Rip.50_none",1.875,"Tempy_2020","Rip none","Rip","barley",1,"decile_8",330.387096774194,1.57380952380952,"trial",0
"Waikerie",2018,"Rip.60_Cl.surface",0.743243243243243,"Waikerie_2018","Rip animal","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.60_Fert.band_8",0.689189189189189,"Waikerie_2018","Rip fertiliser","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.60_none",0.687687687687688,"Waikerie_2018","Rip none","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.60_Cl.band_60",0.647147147147147,"Waikerie_2018","Rip animal","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.60_Fert.band_60",0.608108108108109,"Waikerie_2018","Rip fertiliser","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.30_Cl.band_30",0.54954954954955,"Waikerie_2018","Rip animal","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.30_Cl.surface",0.516516516516517,"Waikerie_2018","Rip animal","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.30_Fert.band_8",0.46046046046046,"Waikerie_2018","Rip fertiliser","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.30_none",0.417417417417417,"Waikerie_2018","Rip none","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Unmodified_Cl.surface",0.381381381381381,"Waikerie_2018","Unmodified animal","Unmodified","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Rip.30_Fert.band_30",0.364864864864865,"Waikerie_2018","Rip fertiliser","Rip","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2018,"Unmodified_Fert.band_8",0.25,"Waikerie_2018","Unmodified fertiliser","Unmodified","Wheat",0,"decile_1",262.491935483871,0.366366366366366,"trial",0
"Waikerie",2019,"Unmodified_Fert.band_8",0.672023809523809,"Waikerie_2019","Unmodified fertiliser","Unmodified","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Unmodified_Cl.surface",0.660595238095238,"Waikerie_2019","Unmodified animal","Unmodified","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.30_Fert.band_30",0.608571428571429,"Waikerie_2019","Rip fertiliser","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.30_none",0.604761904761905,"Waikerie_2019","Rip none","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.30_Fert.band_8",0.60202380952381,"Waikerie_2019","Rip fertiliser","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.30_Cl.band_30",0.575833333333334,"Waikerie_2019","Rip animal","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.30_Cl.surface",0.54952380952381,"Waikerie_2019","Rip animal","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.60_none",0.292380952380952,"Waikerie_2019","Rip none","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.60_Fert.band_60",0.251547619047619,"Waikerie_2019","Rip fertiliser","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.60_Cl.surface",0.247380952380952,"Waikerie_2019","Rip animal","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.60_Cl.band_60",0.233452380952381,"Waikerie_2019","Rip animal","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2019,"Rip.60_Fert.band_8",0.181785714285714,"Waikerie_2019","Rip fertiliser","Rip","Barley",1,"decile_1",262.491935483871,0.725,"trial",0
"Waikerie",2020,"Unmodified_Cl.surface",2.67170329670329,"Waikerie_2020","Unmodified animal","Unmodified","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.60_Cl.surface",2.64041514041514,"Waikerie_2020","Rip animal","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
"Waikerie",2020,"Rip.30_Fert.band_8",2.57478632478632,"Waikerie_2020","Rip fertiliser","Rip","Barley",2,"decile_8",262.491935483871,2.27640415140415,"trial",0
